,평점,본문
960,5,늘 잘쓰고 잇어용 ㅋ늘 잘쓰고 잇어용 ㅋ
961,5,좋아요딸하고 같이 사용하고 있어요좋아요딸하고 같이 사용하고 있어요
962,5,얼집에서 가정에서 쓰고잇어요얼집에서 가정에서 쓰고잇어요
963,5,사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다2개의 포토리뷰2개의 포토리뷰
964,5,항상 쓰는 제품입니다 피부가 예민해서 이것만 써요항상 쓰는 제품입니다 피부가 예민해서 이것만 써요
965,1,배송 보내주실때 뾱뾱이좀 해주시면 안되나요?배송 보내주실때 뾱뾱이좀 해주시면 안되나요?
966,5,간편하게 바르기 쉬워용간편하게 바르기 쉬워용
967,5,6학년  딸아이가  좋아해요  잘샀어요6학년  딸아이가  좋아해요  잘샀어요
968,5,사용하기 편하고 좋아요사용하기 편하고 좋아요2개의 포토리뷰2개의 포토리뷰
969,5,좋아요 쿠션 좋음굿좋아요 쿠션 좋음굿
970,5,선물용손에 묻지 않아 좋아요 선물했는데 조카가 좋아하네요2개의 포토리뷰2개의 포토리뷰
971,4,추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다
972,5,항상 재구매해서 사용하고 있어요항상 재구매해서 사용하고 있어요
973,5,늘 사용하던 제품입니다늘 사용하던 제품입니다
974,5,잘 쓸께요오잘 쓸께요오
975,4,본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요2개의 포토리뷰2개의 포토리뷰
976,4,손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요2개의 포토리뷰2개의 포토리뷰
977,5,아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요
978,4,딸아이가 쓰는데 아주 좋대요딸아이가 쓰는데 아주 좋대요
979,4,아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요
980,5,캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요
981,4,리필인줄 알았는데본품이라 넘 좋아요리필인줄 알았는데본품이라 넘 좋아요
982,5,아이가 엄청 죠아라해요아이가 엄청 죠아라해요
983,5,항상 쓰는 거라 믿고 쓰고 있어요 좋아요 애들 발라주고 하기도 항상 쓰는 거라 믿고 쓰고 있어요 좋아요 애들 발라주고 하기도 
984,5,초딩아이들 쓰려고 주문했어요 평이좋았기때문에 선택했고 용기디자인이 넘귀엽다고 아이들이 좋아하네요초딩아이들 쓰려고 주문했어요 평이좋았기때문에 선택했고 용기디자인이 넘귀엽다고 아이들이 좋아하네요
985,5,부드럽게 잘 발려져요 두껍지 않고 순한 것 같아요부드럽게 잘 발려져요 두껍지 않고 순한 것 같아요
986,4,아이가 잘썼네요워낙 바르는걸 싫어했었거든요아이가 잘썼네요워낙 바르는걸 싫어했었거든요
987,5,조카가 화장하고싶어해서 사줬어요 좋아합니다조카가 화장하고싶어해서 사줬어요 좋아합니다
988,5,딸아이가 예쁘고 잘 쓰고 있다고 하네요딸아이가 예쁘고 잘 쓰고 있다고 하네요
989,4,배송도 빠르고 잘받았어요배송도 빠르고 잘받았어요
990,4,발라보진않앗는데 스틱형을 아이가 워낙 싫어하는지라 엄마따라하는거 좋아하니 톡톡 두드리는거라고 말햇더니 잘쓸꺼라고하네요발라보진않앗는데 스틱형을 아이가 워낙 싫어하는지라 엄마따라하는거 좋아하니 톡톡 두드리는거라고 말햇더니 잘쓸꺼라고하네요
991,4,일단 아이가 좋아합니다 자외선 차단도 잘 되는거 같구요일단 아이가 좋아합니다 자외선 차단도 잘 되는거 같구요
992,4,아이가 직접 바르고좋아합니다 차단효과도 잘되고요아이가 직접 바르고좋아합니다 차단효과도 잘되고요
993,5,화장하기 좋아하는 다섯살 딸 주려고 샀어요화장하기 좋아하는 다섯살 딸 주려고 샀어요
994,5,쿠션좋고 바르기 편하고 재구매할래요쿠션좋고 바르기 편하고 재구매할래요
995,5,잘발리고 편하고 아주좋아요잘발리고 편하고 아주좋아요
996,5,벌써 세번째 재구매 네요 가격도 자렴하고 배송도 빠르고 잘 사용할께요 감사합니다벌써 세번째 재구매 네요 가격도 자렴하고 배송도 빠르고 잘 사용할께요 감사합니다
997,5,빠른 배송 너무 감사합니다 지금 세번째 구매인데 이번엔 친구들하고 같이 사용하려고 여러개 재구매 하네요빠른 배송 너무 감사합니다 지금 세번째 구매인데 이번엔 친구들하고 같이 사용하려고 여러개 재구매 하네요
998,4,친구가 추천해줘서 이걸루 고민없이 삿는데 향도 안나고 차단도 되는거같아요 잘삿어요 다쓰면 또 구매할꺼에용친구가 추천해줘서 이걸루 고민없이 삿는데 향도 안나고 차단도 되는거같아요 잘삿어요 다쓰면 또 구매할꺼에용
999,5,착한가격 착한성분늘 잘쓰구잇어요착한가격 착한성분늘 잘쓰구잇어요
1000,5,착한가격 착한성분잘쓰고잇어요착한가격 착한성분잘쓰고잇어요
1001,5,여름철 수영장준비로 구매해 보았어요 잘 쓸께요  아 빠른배송 감사요여름철 수영장준비로 구매해 보았어요 잘 쓸께요  아 빠른배송 감사요
1002,5,매번 재구매해서 아이와 같이 사용하고 있어요좋아요 매번 재구매해서 아이와 같이 사용하고 있어요좋아요 
1003,5,애들이 더 좋아해요  백탁현상 없이요애들이 더 좋아해요  백탁현상 없이요
1004,5,쿠션좋고 편하고 재구매 할래요쿠션좋고 편하고 재구매 할래요
1005,5,최고예요아이들발라주려고 구매했습니다 백탁현상이있지만 과하지않아 괜찮았습니다
1006,5,백탁 없어 좋습니다 눈따가움을 느끼는 아이라 선블럭제품 선택이 쉽지않은데 이 제품은 눈따가움은 없네요백탁 없어 좋습니다 눈따가움을 느끼는 아이라 선블럭제품 선택이 쉽지않은데 이 제품은 눈따가움은 없네요
1007,4,엄마가 화장하면 꼭 따라해서하나 시줬어요퍼프를 손가락에 못껴서 매번 껴달라고가지고 옵니다!엄마가 화장하면 꼭 따라해서하나 시줬어요퍼프를 손가락에 못껴서 매번 껴달라고가지고 옵니다!
1008,5,아이들 물놀이 용으로 샀어요 물에 잘 안 지워지면서 성분 착한것 같아 만족합니다지울때 2차 세안 필수입니다아이들 물놀이 용으로 샀어요 물에 잘 안 지워지면서 성분 착한것 같아 만족합니다지울때 2차 세안 필수입니다
1009,5,배송 빠르고  포장도 꼼꼼히 배송되었네요아이들이 이 제품 좋아해요배송 빠르고  포장도 꼼꼼히 배송되었네요아이들이 이 제품 좋아해요
1010,5,쓰던거 리필로 주문했어요 민감한 여중생 피부에도 좋습니다!!쓰던거 리필로 주문했어요 민감한 여중생 피부에도 좋습니다!!
1011,4,좋아요발림성이 좋아요 피부톤도 살짝 보정되어 좋아요
1012,5,배송 빠르고 유통기한 좋은 상품으로 보내주셨어요배송 빠르고 유통기한 좋은 상품으로 보내주셨어요
1013,4,좋아요20개월 아이가 혼자서 하려고 해요한쪽만 계속 발라서 능 한쪽 볼만 하얗네요ㅋㅋ좋아요20개월 아이가 혼자서 하려고 해요한쪽만 계속 발라서 능 한쪽 볼만 하얗네요ㅋㅋ
1014,5,아이가 늘 쓰는 제품이라귀엽게 잘 나왔네여아이가 늘 쓰는 제품이라귀엽게 잘 나왔네여
1015,5,백탁현상은 좀 있지만 화장한거같아서 아이가 좋아하네요향도 은은하고 괜찮네요백탁현상은 좀 있지만 화장한거같아서 아이가 좋아하네요향도 은은하고 괜찮네요
1016,5,애기가 사용하기에 부담 없이 좋아요애기가 사용하기에 부담 없이 좋아요
1017,5,계속 사용하던 제품이에요 좋아요계속 사용하던 제품이에요 좋아요
1018,5,초6 아이가 좋아해요 앙증맞아요초6 아이가 좋아해요 앙증맞아요
1019,5,딸아이가 엄청좋아해요딸아이가 엄청좋아해요
1020,5,아직 사용전인데 디쟌이 너무 아기아기하미 사랑스럽네요 ㅎㅎ아직 사용전인데 디쟌이 너무 아기아기하미 사랑스럽네요 ㅎㅎ
1021,5,싸게 저렴하게 살수잇어서 좋앗습니다! 면세보다도 싼느낌이예요?? 잘쓰겠슨다 바르면 피부톤이 살짝 밝아지는거ㅛ같아요싸게 저렴하게 살수잇어서 좋앗습니다! 면세보다도 싼느낌이예요?? 잘쓰겠슨다 바르면 피부톤이 살짝 밝아지는거ㅛ같아요
1022,4,아이에게 순할거같아 선택했어요차단지수가 조금만 더 높았음 줗겠어요아무래두 높으면 자극이있어 그럴테지만 자극없이 좀 더 차단이 되었음하네요아이에게 순할거같아 선택했어요차단지수가 조금만 더 높았음 줗겠어요아무래두 높으면 자극이있어 그럴테지만 자극없이 좀 더 차단이 되었음하네요
1023,5,왜 평이좋은지 알것같아용 넘나만족스러워요올여름 이아이가 햇빛에서 우리아이를지켜줬네용추천해용왜 평이좋은지 알것같아용 넘나만족스러워요올여름 이아이가 햇빛에서 우리아이를지켜줬네용추천해용
1024,5,저렴하게 잘 구매했어요 원래쓰던 제품입니다저렴하게 잘 구매했어요 원래쓰던 제품입니다
1025,4,다음날 배송되고 유통기한도 넉넉 해서 좋아요다음날 배송되고 유통기한도 넉넉 해서 좋아요
1026,4,매년 쓰는 키즈쿠션짱입니다매년 쓰는 키즈쿠션짱입니다
1027,5,쓰던거라좋고 아이가좋아해요쓰던거라좋고 아이가좋아해요
1028,5,약간 백탁현상이있긴해요약간 백탁현상이있긴해요
1029,5,늘 쓰던거라 좋습니다늘 쓰던거라 좋습니다
1030,5,잘사용하고 있어요잘사용하고 있어요
1031,5,아이와 제가 같이 사용하고 있어요재구매했습니다만족합니다아이와 제가 같이 사용하고 있어요재구매했습니다만족합니다
1032,4,좋아요 아기한테 자극안가는거같고 향도 괜찮아요좋아요 아기한테 자극안가는거같고 향도 괜찮아요
1033,5,아기랑 재미있게 바를수있어 정말좋아요 항상 제 화장품을 바르고싶어서 옆에서 쳐다보곤했는데 같이 하니 더좋네요!아기랑 재미있게 바를수있어 정말좋아요 항상 제 화장품을 바르고싶어서 옆에서 쳐다보곤했는데 같이 하니 더좋네요!
1034,5,아이가 화장품에 관심이 많아서하나 사줬어요 어린이집 가기전에 한참 두드리고 갔네요! 아이가 너무 좋아해요!!이제 엄마의 팩트를 손으로 눌러놓는 일은 없겠어요아이가 화장품에 관심이 많아서하나 사줬어요 어린이집 가기전에 한참 두드리고 갔네요! 아이가 너무 좋아해요!!이제 엄마의 팩트를 손으로 눌러놓는 일은 없겠어요
1035,5,역시 백탁이 있어야 차단효과가 있나봐요 유아때부터 10세가 된 지금까지 사용중이예요역시 백탁이 있어야 차단효과가 있나봐요 유아때부터 10세가 된 지금까지 사용중이예요
1036,5,아이가 화장품에 관심이 많아서 늘 엄마 화장품에 손을대는데이제 그럴일은 없겠네요!!아이가 너무 좋아해요하는 짓을 봤을때 손으로 누르고 하루종일바르고 금방쓸것같아서 리필용 같이 샀아이가 화장품에 관심이 많아서 늘 엄마 화장품에 손을대는데이제 그럴일은 없겠네요!!아이가 너무 좋아해요하는 짓을 봤을때 손으로 누르고 하루종일바르고 금방쓸것같아서 리필용 같이 샀어요!
1037,5,본품 재고 남아있는곳이 많이없던데 저렴하게 클랜징티슈랑 잘삿어요본품 재고 남아있는곳이 많이없던데 저렴하게 클랜징티슈랑 잘삿어요
1038,4,한번 발라봐서 딱 뭐라고 표현하긴 그렇지만 순한것같아요한번 발라봐서 딱 뭐라고 표현하긴 그렇지만 순한것같아요
1039,4,매년 쓰는 키즈 쿠션  트러블없이 잘 쓰고 있어요매년 쓰는 키즈 쿠션  트러블없이 잘 쓰고 있어요
1040,4,무엇보다 아이가 엄청좋아해요촉촉하게 잘발리구요무엇보다 아이가 엄청좋아해요촉촉하게 잘발리구요
1041,5,배송도 빠르고 저렴한 가격에 잘 샀습니다배송도 빠르고 저렴한 가격에 잘 샀습니다
1042,4,아이가 원해서 사용중입니다 조아라네요아이가 원해서 사용중입니다 조아라네요
1043,5,아이들피부에 딱이예요 순하고 좋아요아이들피부에 딱이예요 순하고 좋아요
1044,4,잘받았어요프리메라한번은써보고싶었어요
1045,5,배송 빠르고 가격도 좋아요배송 빠르고 가격도 좋아요
1046,5,첨엔 뜨는가 했는데 좋아요첨엔 뜨는가 했는데 좋아요
1047,3,촉촉하고 잘발려서 좋아요촉촉하고 잘발려서 좋아요
1048,4,아이가 바르고 좋아해요아이가 바르고 좋아해요
1049,4,발라주기 편해서 좋네요발라주기 편해서 좋네요
1050,4,사용하기 편해서 좋아요사용하기 편해서 좋아요
1051,5,빠른배송 감사합니다딸아이가 좋아하네요많이 파세요빠른배송 감사합니다딸아이가 좋아하네요많이 파세요
1052,5,빠른 배송 감사합니다 본품 바꾸면서 같이 구매했어요빠른 배송 감사합니다 본품 바꾸면서 같이 구매했어요
1053,4,아기가 아주 좋아해요상품 품질은 아직 미지수이지만 믿고 사용합니다아기가 아주 좋아해요상품 품질은 아직 미지수이지만 믿고 사용합니다
1054,5,고등딸아이가 잘 쓰는 제품입니다순해서 그런지 그리고 유분감이 없어서 이제품만 사용하네요ㅎ고등딸아이가 잘 쓰는 제품입니다순해서 그런지 그리고 유분감이 없어서 이제품만 사용하네요ㅎ
1055,5,선쿠션은 처음 사용해봤는데 넘 편리하네요 선쿠션은 처음 사용해봤는데 넘 편리하네요 
1056,5,좋아요딸 사용하게 구매했다가 저도 같이 사용하고 있어요트러블 없고 가벼워서 사용하기 좋아요좋아요딸 사용하게 구매했다가 저도 같이 사용하고 있어요트러블 없고 가벼워서 사용하기 좋아요
1057,5,이뻐서 아이가 좋아해요 강추입니다이뻐서 아이가 좋아해요 강추입니다
1058,5,발림도좋고 이가너무좋아해요발림도좋고 이가너무좋아해요
1059,5,아이들에게 좋아요 굿굿아이들에게 좋아요 굿굿
1060,5,잘발라줘봐야겠네요잘발라줘봐야겠네요
1061,5,썬크림 바르는게 힘들어서 샀는데 바르기도 너무 쉽고 좋아요썬크림 바르는게 힘들어서 샀는데 바르기도 너무 쉽고 좋아요
1062,5,아이들이 쓰기 좋아요이거 주문하고 또 주문했는데 짤렸어요가격 올랐네요
1063,3,화장하는 느낌으로 애들은 좋아해요다좋은데 오래잘씻어야 지워져요초4 혼자서는 잘못지우네요엄마손길이필요함화장하는 느낌으로 애들은 좋아해요다좋은데 오래잘씻어야 지워져요초4 혼자서는 잘못지우네요엄마손길이필요함
1064,5,작년에 이어 올해도 울 아들 썬쿠션은 프리메라로 주문했어요 무난무난해요 무기자차라 백탁현상있는데 아들한테 발라주면 너무 귀여워져요작년에 이어 올해도 울 아들 썬쿠션은 프리메라로 주문했어요 무난무난해요 무기자차라 백탁현상있는데 아들한테 발라주면 너무 귀여워져요
1065,5,선크림은 손에묻고 스틱은 끈적여서 쿠션샀는데 넘좋네요아기도 자기가 바르겠다고 난리예요ㅎ선크림은 손에묻고 스틱은 끈적여서 쿠션샀는데 넘좋네요아기도 자기가 바르겠다고 난리예요ㅎ
1066,5,계속 쓰던 쿠션인데 저렴하게 구매해서 좋아요배송도 빨리 와서 추천하고 가요계속 쓰던 쿠션인데 저렴하게 구매해서 좋아요배송도 빨리 와서 추천하고 가요
1067,5,작년에 비싸게 주고샀는데 저렴해서 2개 구입했네요아이들이 좋아해요작년에 비싸게 주고샀는데 저렴해서 2개 구입했네요아이들이 좋아해요
1068,5,민감한 피부를 가진 중딩딸이 좋아합니다 늘 이것만 써요민감한 피부를 가진 중딩딸이 좋아합니다 늘 이것만 써요
1069,4,조카 선물로 줬는데 너무 좋아하네요 잘 사용하겠습니다조카 선물로 줬는데 너무 좋아하네요 잘 사용하겠습니다
1070,5,디자인도 귀엽고 믿고 사고 쓰는 프리메라 입니다디자인도 귀엽고 믿고 사고 쓰는 프리메라 입니다
1071,5,항상 쓰는거예요백탁도 없고 애 혼자 스스로 발라도잘 발라집니다딸래미가 피부가 까만 편인데요거바르면 프라이머 바른거처럼살짝 커버되서 보여서 예뻐보이네요땀에도 잘 지워지지않고맘에 들어항상 쓰는거예요백탁도 없고 애 혼자 스스로 발라도잘 발라집니다딸래미가 피부가 까만 편인데요거바르면 프라이머 바른거처럼살짝 커버되서 보여서 예뻐보이네요땀에도 잘 지워지지않고맘에 들어요
1072,5,유효기간이 넉넉한 게 제일 마음에 들어요유효기간이 넉넉한 게 제일 마음에 들어요
1073,5,순하고 좋네요 딸래미가 좋아해요ㅎㅎ순하고 좋네요 딸래미가 좋아해요ㅎㅎ
1074,5,아이가 너무 좋아해요 부자 되세요 아이가 너무 좋아해요 부자 되세요 
1075,5,배송도 빨랐어요잘 쓸거 같네요배송도 빨랐어요잘 쓸거 같네요
1076,5,늘 쓰는거라 쟁여두고 있어요늘 쓰는거라 쟁여두고 있어요
1077,5,계속 재구매하는 제품입니다계속 재구매하는 제품입니다
1078,5,좋아요 잘 사용하고 있어요좋아요 잘 사용하고 있어요
1079,3,유브이 지수가 좀 더 높으면 좋으련만프리메라는 믿고 씁니다
1080,4,유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요유통기한 최신제품이라 좋습니다다만 바를때 백탁현상이 있네요 얼굴이 하얘져요
1081,5,여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!여행가기전에 급하게 주문했는데 배송이 약속한 날에 도착해서 너무 좋았어요햇빛장난아닌곳인데 편해서 진짜 잘 쓰고 있어요!!
1082,5,배송빠르고 좋아요전에 썼다가 재구매했어요 자극없이 순해서 프리메라것만 쓰게 됩니다
1083,4,아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요아이가 일단 좋아하네요 디자인도 이쁘고 백탁현상도별로 없어요
1084,5,아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다아기가 좋아해요얼굴에 톡톡쳐주는게 재밌나바요만족합니다
1085,5,아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요아이가 화장하는 것처럼 하니 거부감도 없이 잘 펴바르네요
1086,5,아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요아이들이 쓰기에는 다소 불편함이있어서 고학년 추천이요
1087,3,다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요다음날 온다고해서 시킨건데그 뒷날와서 아쉬웠어요
1088,4,항상 사용하던 제품이예요아이들 피부에 잘 맞아요항상 사용하던 제품이예요아이들 피부에 잘 맞아요
1089,5,선물도 하고 딸도 쓰고애들이 쿠션형식이라 좋아해요 알아서 하기도 좋고
1090,4,딸애가 민감한 피부라 순해서 쭉 이거만 써요딸애가 민감한 피부라 순해서 쭉 이거만 써요
1091,5,깔끔해요깔끔하고 아이 혼자 할 수 있어서 좋네요
1092,5,배송 엄청 빠르고 유통기한 넉넉해용배송 엄청 빠르고 유통기한 넉넉해용
1093,5,배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요배송완전빠르고요 일단 울애기가 톡톡두드리는거 좋아해서 넘 좋아하네요
1094,5,순해서 좋네요4학년 초4딸 씁니다순해서 좋네요4학년 초4딸 씁니다
1095,5,아이가 좋아하네요 배송 빨라요아이가 좋아하네요 배송 빨라요
1096,5,초4딸 순해서 잘 쓰고 있어요초4딸 순해서 잘 쓰고 있어요
1097,3,발림성이 그닥 좋진 않아요발림성이 그닥 좋진 않아요
1098,5,울아들 피부 보호하기 ㅎㅎ울아들 피부 보호하기 ㅎㅎ
1099,5,늘 떨어지지 않게 쟁여뒤요늘 떨어지지 않게 쟁여뒤요
1100,4,싼가격에구매했네요싼가격에구매했네요
1101,5,중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요중학생 딸 써보라고 산건데아직 안써봐서 잘 모르지만케이스도 이쁘고 좋아보이네요잘 쓸께요
1102,4,아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고아직 사용전인데 케이스는 귀엽네요 퍼프도 분홍이고
1103,5,선물용선물했는데 만족도가 높아요 유통기한도 넉넉해요3개의 포토리뷰3개의 포토리뷰3개의 포토리뷰
1104,5,좋아요 감사합니다 저렴하게 잘 구입했어요좋아요 감사합니다 저렴하게 잘 구입했어요
1105,5,믿고쓰죠 항상 이제품만 구입 제일좋아요믿고쓰죠 항상 이제품만 구입 제일좋아요
1106,5,좋을거같아요 프리메라 믿고 구매합니다좋을거같아요 프리메라 믿고 구매합니다
1107,5,배송빠르고 젤 싸고 좋아요배송빠르고 젤 싸고 좋아요
1108,5,배송이 빨라서 좋았습니다배송이 빨라서 좋았습니다
1109,4,빠른배송 만족해요빠른배송 만족해요
1110,5,백탁현상 있지만많이 끈적이지 않네요백탁현상 있지만많이 끈적이지 않네요
1111,5,빠른배송 좋은 품질 감사용빠른배송 좋은 품질 감사용
1112,5,굳굳역시 프리메라에요굳굳역시 프리메라에요
1113,5,좋아요 만족합니다좋아요 만족합니다
1114,5,순해요 항상써여 굿순해요 항상써여 굿
1115,5,항상쓰던거라 주문했어요  말할것없이 좋죠항상쓰던거라 주문했어요  말할것없이 좋죠
1116,5,애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다애기가 화장품인줄 알고 재밌어 하네여 ㅎㅎㅎ백탁은 좀 있긴 한데 만족합니다
1117,5,아기 첫 선크림으로 구매했어요 ㅎㅎ아기 첫 선크림으로 구매했어요 ㅎㅎ
1118,5,배송도 빠르고 질도 좋아요배송도 빠르고 질도 좋아요
1119,5,배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요배송 빨라서 좋아요 프리메라 제품 좋아하는데 피부에 잘맞았음하네요
1120,5,제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다제품은  원래좋은거공 ㅋㅋ 빠른배송 감사합니다
1121,3,트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ트러블 이런건 없는데 되게 매트해서 잘 펴발라지지가 않네요 ㅠ
1122,5,항상 재구매해서 사용하고 있어요정말 좋아요 항상 재구매해서 사용하고 있어요정말 좋아요 
1123,5,감사합니다 감사합니다감사합니다 감사합니다
1124,5,유명한 제품이라 믿고 구매했습니다유명한 제품이라 믿고 구매했습니다
1125,5,상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다상품평 좋아서 구매해봅니다 유통기한 넉넉하니 좋습니다
1126,5,작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요작년에도 사서 잘 썼어요 큰애것 작은애것 두개 샀어요
1127,5,완전 만족합니다 배송도 빨리 왔어요완전 만족합니다 배송도 빨리 왔어요
1128,5,늘 쓰던 제품입니다늘 쓰던 제품입니다
1129,5,몇년째 아이들이 쓰는 재품이예요!!배송빠르고 좋아요!몇년째 아이들이 쓰는 재품이예요!!배송빠르고 좋아요!
1130,5,아이가 좋아하네요 선크림이 필요해서아이가 좋아하네요 선크림이 필요해서
1131,5,가격도 좋게 샀습니다가격도 좋게 샀습니다
1132,5,감사합니다빠른 배송 감사합니다굿이에요감사합니다빠른 배송 감사합니다굿이에요
1133,4,아직 사용하지 않았어요좋을것 같아요아직 사용하지 않았어요좋을것 같아요
1134,5,빠른배송 아이가 좋아합니다또 구매할듯빠른배송 아이가 좋아합니다또 구매할듯
1135,5,만족합니다만족합니다만족합니다만족합니다
1136,5,배송 빠르고 편한 쿠션이라 맘에들어요 후기도 좋고 유명해서 믿고샀어요 10갤 아기의 첫 선크림 프리메라 배송 빠르고 편한 쿠션이라 맘에들어요 후기도 좋고 유명해서 믿고샀어요 10갤 아기의 첫 선크림 프리메라 2개의 포토리뷰2개의 포토리뷰
1137,5,배송도 빠르고 금액도 저렴하고 좋아요배송도 빠르고 금액도 저렴하고 좋아요
1138,5,제품잘받았습니다잘사용할께요제품잘받았습니다잘사용할께요
1139,5,너무 좋아해요! 잘갖고다녀요너무 좋아해요! 잘갖고다녀요
1140,5,늘 잘쓰고 잇어용 ㅋ늘 잘쓰고 잇어용 ㅋ
1141,5,좋아요딸하고 같이 사용하고 있어요좋아요딸하고 같이 사용하고 있어요
1142,5,얼집에서 가정에서 쓰고잇어요얼집에서 가정에서 쓰고잇어요
1143,5,사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다사용기한도 넉넉한 제품으로 배송도 바로 잘 포장되서 잘 도착했니다2개의 포토리뷰2개의 포토리뷰
1144,5,항상 쓰는 제품입니다 피부가 예민해서 이것만 써요항상 쓰는 제품입니다 피부가 예민해서 이것만 써요
1145,1,배송 보내주실때 뾱뾱이좀 해주시면 안되나요?배송 보내주실때 뾱뾱이좀 해주시면 안되나요?
1146,5,간편하게 바르기 쉬워용간편하게 바르기 쉬워용
1147,5,6학년  딸아이가  좋아해요  잘샀어요6학년  딸아이가  좋아해요  잘샀어요
1148,5,사용하기 편하고 좋아요사용하기 편하고 좋아요2개의 포토리뷰2개의 포토리뷰
1149,5,좋아요 쿠션 좋음굿좋아요 쿠션 좋음굿
1150,5,선물용손에 묻지 않아 좋아요 선물했는데 조카가 좋아하네요2개의 포토리뷰2개의 포토리뷰
1151,4,추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다추석이 겹쳐 배송은 조금 시간이 걸렸지만미리 QA를 통해 답변 받은대로 유통기한도 꽤 넉넉한 제품을 보내주셨네요아이들이 만족하고 사용중입니다
1152,5,항상 재구매해서 사용하고 있어요항상 재구매해서 사용하고 있어요
1153,5,늘 사용하던 제품입니다늘 사용하던 제품입니다
1154,5,잘 쓸께요오잘 쓸께요오
1155,4,본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요본품사면서 미리 리필도 하나 더 구매했어요자외선 차단도 잘되고 좋은 성분이었음 좋겠네요2개의 포토리뷰2개의 포토리뷰
1156,4,손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요손으로 바르는 썬크림 찝찝해서 쿠션으로 구매했어요바를때 조금 하얗게 ㅋㅋ 되긴하는데 쓸만한거 같아요2개의 포토리뷰2개의 포토리뷰
1157,5,아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요아이가 쓰는거라 처음으로  성분도 확인하고 구매했는데 순하고 간편하게 사용가능해서 좋아요
1158,4,딸아이가 쓰는데 아주 좋대요딸아이가 쓰는데 아주 좋대요
1159,4,아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요아직안써봤ㄴ데 프리메라 다른제품은 많이써봐서 믿고 구매해요싸게잘 샀어요
1160,5,캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요캐릭터있는 디자인보다 엄마화장품과 별다를게없어서 더좋은거같아요
